timestamp_client_hostname:all-server_hostname:all-server_port:all-server_port:all_ms,client_hostname:all-server_hostname:all-server_port:all-server_port:all,timestamp_client_hostname:perf102-server_hostname:perf104-server_port:21000_ms,client_hostname:perf102-server_hostname:perf104-server_port:21000,timestamp_client_hostname:perf102-server_hostname:perf104-server_port:22000_ms,client_hostname:perf102-server_hostname:perf104-server_port:22000
1459955962150,4700.7992007992,1459955961149,2350.64935064935,1459955961417,2350.14985014985
1459955963151,4701.89650509331,1459955962150,2350.64935064935,1459955962418,2350.14985014985
1459955964153,4699.21921066286,1459955963151,2350.64935064935,1459955963419,2351.64835164835
1459955965154,4700.56616709963,1459955964153,2348.30339321357,1459955964420,2350.64935064935
1459955966155,4700.03323349977,1459955965154,2350.64935064935,1459955965421,2349.65034965035
1459955967156,4699.56716610063,1459955966155,2349.65034965035,1459955966422,2350.64935064935
1459955968157,4701.03223449877,1459955967156,2349.65034965035,1459955967423,2349.65034965035
1459955969158,4699.56716610063,1459955968157,2350.64935064935,1459955968424,2350.64935064935
1459955970159,4699.3006993007,1459955969158,2349.65034965035,1459955969425,2349.65034965035
1459955971160,4701.03223449877,1459955970159,2349.65034965035,1459955970426,2349.65034965035
1459955972161,4701.2987012987,1459955971160,2350.64935064935,1459955971427,2350.64935064935
1459955973162,4699.56716610063,1459955972161,2350.64935064935,1459955972428,2350.64935064935
1459955974163,4700.2997002997,1459955973162,2349.65034965035,1459955973429,2349.65034965035
1459955975164,4700.03323349977,1459955974163,2350.64935064935,1459955974430,2349.65034965035
1459955976165,4699.56716610063,1459955975164,2349.65034965035,1459955975431,2350.64935064935
1459955977166,4699.3006993007,1459955976165,2349.65034965035,1459955976432,2349.65034965035
1459955978167,4701.03223449877,1459955977166,2349.65034965035,1459955977433,2349.65034965035
1459955979168,4699.56716610063,1459955978167,2350.64935064935,1459955978434,2350.64935064935
1459955980169,4701.03223449877,1459955979168,2349.65034965035,1459955979435,2349.65034965035
1459955981170,4699.56716610063,1459955980169,2350.64935064935,1459955980436,2350.64935064935
1459955982171,4701.03223449877,1459955981170,2349.65034965035,1459955981437,2349.65034965035
1459955983172,4700.56616709963,1459955982171,2350.64935064935,1459955982438,2350.64935064935
1459955984173,4700.03323349977,1459955983172,2350.64935064935,1459955983439,2349.65034965035
1459955985174,4701.2987012987,1459955984173,2349.65034965035,1459955984440,2350.64935064935
1459955986175,4701.2987012987,1459955985174,2350.64935064935,1459955985441,2350.64935064935
1459955987176,4701.2987012987,1459955986175,2350.64935064935,1459955986442,2350.64935064935
1459955988177,4701.2987012987,1459955987176,2350.64935064935,1459955987443,2350.64935064935
1459955989178,4701.2987012987,1459955988177,2350.64935064935,1459955988444,2350.64935064935
1459955990179,4699.56716610063,1459955989178,2350.64935064935,1459955989445,2350.64935064935
1459955991180,4701.03223449877,1459955990179,2349.65034965035,1459955990446,2349.65034965035
1459955992181,4701.2987012987,1459955991180,2350.64935064935,1459955991447,2350.64935064935
1459955993182,4700.56616709963,1459955992181,2350.64935064935,1459955992448,2350.64935064935
1459955994183,4701.76476869784,1459955993182,2350.64935064935,1459955993449,2349.65034965035
1459955995184,4699.83363290057,1459955994183,2350.64935064935,1459955994450,2351.64835164835
1459955996185,4700.2997002997,1459955995184,2349.65034965035,1459955995451,2349.65034965035
1459955997186,4700.03323349977,1459955996185,2350.64935064935,1459955996452,2349.65034965035
1459955998187,4700.56616709963,1459955997186,2349.65034965035,1459955997453,2350.64935064935
1459955999188,4703.4963038959,1459955998187,2350.64935064935,1459955998454,2349.65034965035
1459956000189,4701.83163489857,1459955999188,2351.64835164835,1459955999455,2352.64735264735
1459956001190,4701.2987012987,1459956000189,2350.64935064935,1459956000456,2350.64935064935
1459956002191,4687.44641971415,1459956001190,2350.64935064935,1459956001457,2350.64935064935
1459956003192,4699.16696689923,1459956002191,2342.65734265734,1459956002458,2342.65734265734
1459956004193,4702.2977022977,1459956003192,2350.64935064935,1459956003459,2350.64935064935
1459956005194,4701.2987012987,1459956004193,2351.64835164835,1459956004460,2350.64935064935
1459956006195,4701.2987012987,1459956005194,2350.64935064935,1459956005461,2350.64935064935
1459956007196,4700.31127831694,1459956006195,2350.64935064935,1459956006462,2350.64935064935
1459956008197,4700.93781066641,1459956007196,2350.64935064935,1459956007464,2349.30139720559
1459956009198,4703.02923849377,1459956008197,2350.64935064935,1459956008465,2350.64935064935
1459956010199,4701.56616610163,1459956009198,2351.64835164835,1459956009466,2351.64835164835
1459956011200,4702.2977022977,1459956010199,2350.64935064935,1459956010467,2350.64935064935
1459956012201,4701.2987012987,1459956011200,2351.64835164835,1459956011468,2350.64935064935
1459956013202,4712.41346066521,1459956012201,2350.64935064935,1459956012469,2350.64935064935
,,1459956013202,2356.64335664336,1459956013470,2357.64235764236
,,1459956014203,2350.64935064935,1459956014471,2350.64935064935
